V,E,A,FB,NER,MB,RHO,SVD,MSE
6,3,-9.306487513142318e-17,1.2679491924311252,0.42857142857142855,1,0.0,0.0,0.0
6,3,-1.3267990850166019e-16,1.2679491924311224,0.4166666666666667,2,2.0000000000000018,1.9999999999999982,0.16666666666666666
6,3,-6.567500946553843e-17,1.2679491924311252,0.07142857142857142,1,0.0,0.0,0.0
6,3,2.2821633879441914e-18,0.938474203051651,0.07142857142857142,1,0.0,0.0,0.0
6,3,-9.379779682761877e-16,0.9384742030516512,0.07142857142857142,1,0.0,0.0,0.0
6,3,-5.626489970296239e-16,0.9384742030516517,0.07142857142857142,1,0.0,0.0,0.0
6,3,-4.278906809201996e-16,0.9384742030516522,1.0,0,0.0,0.0,0.0
7,7,0.9999999999999996,4.9999999999999964,0.0,0,0.0,0.0,0.0
7,7,0.9999999999999996,4.999999999999998,0.0,0,0.0,0.0,0.0
7,7,0.10743369928406073,4.9999999999999964,0.9761904761904762,1,0.0,0.0,0.0
7,7,-0.14036858530799642,4.999999999999998,0.8571428571428571,4,0.41458392795401267,0.41458392795401267,0.012195121951219513
7,7,-0.21607866378320809,4.9999999999999964,0.8571428571428571,5,0.824215445745125,0.8242154457451107,0.0
7,7,0.17391764297672993,4.999999999999998,0.7380952380952381,4,0.0,0.0,0.0
7,7,0.12835822938765776,4.999999999999998,0.7857142857142857,5,0.5454526828321313,0.5454526828321455,0.014285714285714285
7,7,0.9438069745229704,4.999999999999996,0.5952380952380952,6,1.3558756848917568,1.3558756848917675,0.05
7,7,0.3594926320081244,4.999999999999999,0.47619047619047616,6,1.775234659469998,1.7752346594699784,0.07142857142857142
7,7,1.7639320225002086,4.9999999999999964,0.5952380952380952,5,2.2302514136140736,2.23025141361404,0.06
7,7,0.07174266674062857,4.9999999999999964,0.5,5,0.0,0.0,0.0
7,7,0.38870546994924554,4.9999999999999964,0.47619047619047616,5,1.598179542079631,1.5981795420796736,0.05
7,7,0.3827202552122894,4.999999999999998,0.38095238095238093,5,1.826268694520083,1.8262686945200812,0.05555555555555555
7,7,0.9999999999999996,4.999999999999997,0.40476190476190477,5,2.8911381764882513,2.891138176488255,0.04838709677419355
7,7,0.014481873846442221,4.9999999999999964,0.21428571428571427,5,1.9500845171711987,1.9500845171712093,0.0
7,7,-0.4009446432016201,4.9999999999999964,0.23809523809523808,5,1.5931708401693,1.593170840169293,0.016129032258064516
7,7,1.2153513747471965,4.9999999999999964,0.2857142857142857,6,1.9128384241039225,1.91283842410391,0.016666666666666666
7,7,0.09137644274013272,4.999999999999999,0.07142857142857142,2,0.0,0.0,0.0
7,7,-0.20949254818717414,4.999999999999999,0.16666666666666666,5,1.0055342592701777,1.0055342592701955,0.0
7,7,0.09140685541699248,4.999999999999998,0.07142857142857142,2,0.0,0.0,0.0
7,7,0.9999999999999996,4.9999999999999964,1.0,0,0.0,0.0,0.0
7,7,0.19924927977519125,0.5302880389260729,0.0,0,0.0,0.0,0.0
7,7,-3.2367836658369725e-16,0.5562967149354618,0.0,0,0.0,0.0,0.0
7,7,0.0,4.488596994089988e-16,0.9047619047619048,2,0.26611161304246345,0.2661116130424652,0.0
7,7,0.4771156921351848,0.7665790433185162,0.8571428571428571,3,1.1792837834890006,1.179283783489005,0.11764705882352941
7,7,-0.4165839527812921,0.5749357722653435,0.7619047619047619,3,0.4074353084314577,0.4074353084314435,0.0392156862745098
7,7,0.7060955141621847,0.4654245134819492,0.7142857142857143,3,0.4568937820392076,0.4568937820391934,0.046511627906976744
7,7,0.19109473904462032,0.6390480847310921,0.7619047619047619,2,0.9845884412072552,0.9845884412072632,0.03636363636363636
7,7,-0.03850761259512846,0.5777750605762179,0.7142857142857143,2,0.53229769157078,0.5322976915707969,0.0392156862745098
7,7,0.021986993072978803,0.5539355379908466,0.5714285714285714,3,1.1218436763810402,1.1218436763810553,0.07272727272727272
7,7,0.18543878881116427,0.4148076490028026,0.5714285714285714,2,0.7637403182867324,0.76374031828672,0.05454545454545454
7,7,0.09427697977397291,0.7132281533178824,0.3333333333333333,3,1.7716940554845806,1.7716940554845975,0.03636363636363636
7,7,-0.38890796852874565,0.6193336634044802,0.2857142857142857,3,0.7817254515786161,0.7817254515786161,0.0
7,7,0.12411084780989429,0.5014678628854919,0.42857142857142855,3,0.2036703905821966,0.20367039058220726,0.023255813953488372
7,7,0.35694621287253236,0.5120444765779927,0.23809523809523808,3,0.661300841860955,0.6613008418609692,0.09803921568627451
7,7,-0.338362203341949,0.5396529368742211,0.2857142857142857,3,1.1919575087015675,1.1919575087015772,0.0392156862745098
7,7,0.1760811183808197,0.4856250632873011,0.23809523809523808,3,0.8648492091509352,0.864849209150945,0.06382978723404255
7,7,0.0,0.0,0.2857142857142857,1,0.0,0.0,0.0
7,7,0.07742672508402013,0.4631080550202298,0.09523809523809523,2,0.286514006278205,0.28651400627818724,0.07272727272727272
7,7,0.058488249329431405,0.5188138099957643,0.23809523809523808,3,0.6224241937409296,0.6224241937409563,0.0392156862745098
7,7,2.0714875318303541e-16,0.5768593369995425,0.047619047619047616,1,0.6168057768269719,0.6168057768269897,0.031746031746031744
7,7,0.16061519995774112,0.5074507277183699,1.0,0,0.0,0.0,0.0
6,6,0.12014167215493864,1.4286671330473515,0.0,0,0.0,0.0,0.0
6,6,0.05141263925415001,1.2398353649080587,0.9130434782608695,2,0.0,0.0,0.0
6,6,0.09762395947097696,1.5435472600527493,0.9583333333333334,1,0.0,0.0,0.0
6,6,-0.2612776017723282,0.6112501694117971,0.85,2,0.20567191059561196,0.2056719105956173,0.0
6,6,0.021855129824013438,1.423947938261796,0.782608695652174,3,0.0,0.0,0.0
6,6,0.1855927967074337,1.3258388067165578,0.6956521739130435,4,0.29762080531963697,0.2976208053196636,0.0
6,6,-1.59452282915624e-16,1.7193306546418299,0.76,3,0.0,0.0,0.0
6,6,-0.2048707884634883,1.7639447810195372,0.48,3,1.389774234782914,1.3897742347828963,0.0
6,6,1.0536277113975454,1.4915848897089614,0.5833333333333334,3,0.8702150572272735,0.8702150572272593,0.07407407407407407
